0.92998,0.172443
0.251806,0.0959739
0.0341685,0.270786
0.0948326,0.852301
0.622768,0.853716
0.401766,0.483111
0.653087,0.434637
0.940327,0.0717228
0.444574,0.960549
0.941763,0.210758
0.206838,0.323507
0.175307,0.38922
0.623372,0.0212339
0.877703,0.558967
0.550874,0.532379
0.701816,0.426253
0.0373878,0.376042
0.131824,0.5657
0.714781,0.319394
0.0486895,0.323925
0.213741,0.347466
0.868545,0.633826
0.707955,0.591293
0.856261,0.186148
0.583402,0.245509
0.276222,0.466019
0.379786,0.0598556
0.992794,0.886364
0.126226,0.479843
0.727025,0.109038
0.607552,0.129824
0.949338,0.531041
0.202734,0.355193
0.724853,0.608441
0.0658235,0.294987
0.840024,0.2875
0.0064149,0.815225
0.494917,0.0687893
0.141813,0.456496
0.322223,0.599197
0.701053,0.60209
0.322341,0.584778
0.364056,0.694752
0.69541,0.763978
0.185465,0.102064
0.389539,0.979325
0.511936,0.113131
0.400798,0.211495
0.594666,0.543789
0.458648,0.494833
0.6553,0.628048
0.601675,0.356497
0.639517,0.358247
0.0621337,0.281286
0.578105,0.218892
0.918545,0.982117
0.436678,0.254871
0.610005,0.356421
0.373664,0.173317
0.946111,0.291649
0.739592,0.322177
0.828229,0.0450811
0.677406,0.156495
0.216988,0.91357
0.376653,0.411017
0.954336,0.522978
0.695913,0.202143
0.414045,0.8479
0.660925,0.164453
0.956819,0.25404
0.651449,0.896672
0.368975,0.362178
0.127937,0.233016
0.30228,0.412566
0.988824,0.159077
0.600642,0.993837
0.424201,0.551853
0.000163914,0.754898
0.564502,0.584623
0.763737,0.133104
0.0715059,0.798997
0.738067,0.693447
0.768757,0.498281
0.601801,0.463762
0.45205,0.602459
0.527454,0.925494
0.776943,0.075897
0.601291,0.897981
0.368296,0.956239
0.507017,0.437793
0.983568,0.825476
0.782567,0.60561
0.491626,0.752974
0.234365,0.978676
0.603754,0.295538
0.104066,0.0411736
0.00387587,0.141783
0.942773,0.181809
0.665848,0.906394
0.760626,0.84135
0.57617,0.684041
0.678673,0.453721
0.687612,0.694802
0.536745,0.0762038
0.7576,0.991246
0.867561,0.0918551
0.808179,0.0701948
0.764425,0.697809
0.0679957,0.803786
0.233355,0.996715
0.781067,0.398831
0.160464,0.911514
0.821973,0.898781
0.804388,0.347865
0.567213,0.142075
0.859274,0.825707
0.662435,0.543318
0.540867,0.345324
0.862942,0.462584
0.64293,0.726872
0.542185,0.501486
0.474277,0.172321
0.196351,0.0635983
0.89719,0.0693384
0.369737,0.163277
0.201122,0.255395
0.428108,0.218465
0.735472,0.0740078
0.849547,0.329191
0.708439,0.739373
0.636724,0.420717
0.987649,0.412983
0.998863,0.898228
0.509706,0.623751
0.374915,0.200252
0.627684,0.487473
0.958728,0.338053
0.657035,0.780483
0.577192,0.865536
0.0572683,0.508117
0.916328,0.725179
0.0831036,0.721696
0.551942,0.487057
0.961578,0.241639
0.229937,0.547337
0.0941181,0.842917
0.912231,0.86573
0.323283,0.410949
0.817728,0.553082
0.646181,0.360784
0.69369,0.843188
0.465401,0.999351
0.098392,0.674148
0.411739,0.0957895
0.93369,0.52371
0.00160251,0.933338
0.619529,0.420378
0.300696,0.794606
0.947544,0.366367
0.524313,0.120597
0.874989,0.942386
0.687347,0.241567
0.00914056,0.625454
0.997936,0.302089
0.214703,0.517051
0.0688224,0.698088
0.767863,0.481708
0.0746235,0.197987
0.564176,0.112528
0.252259,0.714694
0.861717,0.872572
0.321456,0.70937
0.383964,0.282173
0.479966,0.796708
0.277113,0.435007
0.157211,0.245272
0.287865,0.151492
0.129569,0.659377
0.144772,0.190216
0.95458,0.625804
0.882129,0.935802
0.031353,0.949536
0.854133,0.410655
0.886207,0.488168
0.642981,0.574257
0.533121,0.156536
0.900011,0.479417
0.564332,0.72533
0.616679,0.529088
0.373659,0.0837133
0.969975,0.366315
0.654232,0.670076
0.964505,0.43127
0.355262,0.891945
0.918022,0.198285
0.578609,0.688769
0.138242,0.440719
0.158399,0.212844
0.277511,0.122115
0.384148,0.367531
0.096035,0.060456
0.0840205,0.131943
0.5614,0.456144
0.409737,0.45638
0.371164,0.149377
0.583467,0.334752
0.179425,0.592341
0.470546,0.47289
0.85651,0.367871
0.802061,0.236422
0.54551,0.394175
0.900551,0.562834
0.557393,0.10756
0.756842,0.241871
0.127617,0.86505
0.901072,0.322968
0.11904,0.700746
0.436005,0.938379
0.334466,0.374425
0.96731,0.582985
0.224395,0.411101
0.375425,0.759936
0.243501,0.517147
0.690712,0.800076
0.881203,0.383148
0.560301,0.986006
0.808173,0.963263
0.563626,0.862291
0.531243,0.605021
0.593992,0.226123
0.452441,0.172039
0.451426,0.12263
0.0360814,0.419257
0.445642,0.901545
0.273471,0.228041
0.678956,0.217671
0.396944,0.432449
0.165298,0.157453
0.309114,0.284359
0.215042,0.21057
0.047403,0.702273
0.107185,0.458814
0.284534,0.168346
0.389539,0.982549
0.705505,0.422524
0.364652,0.711597
0.80585,0.926171
0.150911,0.364952
0.748773,0.630904
0.601221,0.714219
0.883226,0.384441
0.298613,0.794832
0.749758,0.18614
0.457547,0.986338
0.387036,0.913247
0.949841,0.97718
0.468321,0.0628524
0.360724,0.683384
0.630117,0.374359
0.853821,0.175714
0.232785,0.422232
0.449489,0.56066
0.0177735,0.718419
0.473868,0.302999
0.50663,0.938228
0.796649,0.273553
0.607509,0.397957
0.456156,0.610546
0.452948,0.692521
0.194462,0.325245
